,church_name,address,telephone number,priest,confession,links,additional info,last update,coords,long,lat
1,Divine Mercy Parish,"Divisoria, Zamboanga City, Zamboanga del Sur",,Rev. Fr. Jechonias A. Bacolod,,,,"Mon May 1, 2023 3:42PM","{'lat': 6.9514073, 'lng': 122.0965264}",122.0965264,6.9514073
2,Holy Trinity Parish,"Pasonanca Road, Zamboanga City, Zamboanga del Sur",+63 935 717 8178,,,,,"Mon May 1, 2023 10:18PM","{'lat': 6.9456285, 'lng': 122.0729956}",122.0729956,6.9456285
3,La Sagrada Familya Parish,"Mampang, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 9:17PM","{'lat': 6.913922899999999, 'lng': 122.1462193}",122.1462193,6.913922899999999
4,Nuestra Señora La Virgen del Pilar,"Fort Pilar, Zamboanga City, Zamboanga del Sur",(062) 991-6261,,,,,"Fri Sep 29, 2023 9:55PM","{'lat': 6.901237099999999, 'lng': 122.0825249}",122.0825249,6.901237099999999
5,Our Lady of Assumption Parish,"Culianan, Zamboanga City, Zamboanga del Sur",0939 848 6303,Rev. Fr. Argeo V. Justol,,,,"Sun Feb 7, 2021 2:16PM","{'lat': 6.991594200000001, 'lng': 122.1705973}",122.1705973,6.991594200000001
6,Our Lady of Fatima Parish,"Manicahan, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 9:33PM","{'lat': 7.018353599999999, 'lng': 122.20269}",122.20269,7.018353599999999
7,Our Lady of Lourdes Parish,"Bunguiao, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 7:58PM","{'lat': 7.0960801, 'lng': 122.1405413}",122.1405413,7.0960801
8,Our Lady of Mount Carmel Parish,"Address Zone 6 Calle Carmen, Ayala, Zamboanga City, Zamboanga del Sur",,,,,Regular Saturday BEC Masses,"Fri Sep 29, 2023 9:58PM","{'lat': 6.9631531, 'lng': 121.9558431}",121.9558431,6.9631531
9,Our Lady of Peace and Good Voyage Parish,"Tugbungan Road, Zamboanga City, Zamboanga del Sur",no data,,,,,"Mon May 1, 2023 3:52PM","{'lat': 6.9188199, 'lng': 122.1024003}",122.1024003,6.9188199
10,Our Lady of Peñafrancia Parish,"3rd Street Southcom Village Upper Calarian, Zamboanga City, Zamboanga del Sur",0935 501 4721,,,,,"Fri Sep 29, 2023 9:38PM","{'lat': 6.9231864, 'lng': 122.0433211}",122.0433211,6.9231864
11,Our Lady of Purification (Sta. Maria Parish),"Sta. Maria, Zamboanga City, Zamboanga del Sur",,,,,,"Mon May 1, 2023 9:41PM","{'lat': 6.9403043, 'lng': 122.0708995}",122.0708995,6.9403043
12,Our Lady of Ransom Parish,"Mercedes, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 8:54PM","{'lat': 6.9511514, 'lng': 122.1462193}",122.1462193,6.9511514
13,Our Lady of the Miraculous Medal Parish,"Labuan, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 9:29PM","{'lat': 7.088256899999999, 'lng': 121.9025663}",121.9025663,7.088256899999999
14,Our Lady of the Most Holy Rosary Parish,"Bolong, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 8:49PM","{'lat': 7.0739196, 'lng': 122.2101899}",122.2101899,7.0739196
15,Our Lady of the Pillar Parish,"Vitali, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 9:09PM","{'lat': 7.363468699999999, 'lng': 122.2483726}",122.2483726,7.363468699999999
16,Our Lady of the Rosary of Manaoag,"Tumaga, Zamboanga City, Zamboanga del Sur",0965 813 1293,,,,,"Mon May 1, 2023 9:38PM","{'lat': 6.9433757, 'lng': 122.0794835}",122.0794835,6.9433757
17,Our Mother of Perpetual Help Parish,"Apolinario Loop, Guiwan, Zamboanga City, Zamboanga del Sur",0935-716-7005,,,,,"Mon May 1, 2023 10:59PM","{'lat': 6.9300489, 'lng': 122.0901646}",122.0901646,6.9300489
18,San Antonio Maria Claret Parish,"Ruste Drive, San Jose Rd, Zamboanga City, Zamboanga del Sur",991-1582,,,,,"Mon May 1, 2023 10:02PM","{'lat': 6.9123392, 'lng': 122.0653415}",122.0653415,6.9123392
19,San Isidro Labrador Parish,"Kristina Homes 1, Talon-talon, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 9:45PM","{'lat': 6.899557, 'lng': 122.1206658}",122.1206658,6.899557
20,San Roque Parish,"San Roque, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 8:07PM","{'lat': 6.9495401, 'lng': 122.043969}",122.043969,6.9495401
21,St. Anthony of Padua Parish,"Maria Clara Lorenzo Lobregat Highway, Putik, Zamboanga City, Zamboanga del Sur",,,,,,"Mon May 1, 2023 9:53PM","{'lat': 6.943682, 'lng': 122.09622}",122.09622,6.943682
22,St. Ignatius of Loyola Parish,"Fr. Barua St, Zamboanga City, Zamboanga del Sur",(062) 993-1431,,,,Eucharistic Hour every Thursday at 8PM,"Fri Sep 29, 2023 9:13PM","{'lat': 6.9179516, 'lng': 122.0900869}",122.0900869,6.9179516
23,"St. Joseph, Spouse of the Blessed Virgin Mary Parish","Nunez St., Zamboanga City, Zamboanga del Sur",(062) 991 1657,,,,,"Mon May 1, 2023 8:57PM","{'lat': 6.9067735, 'lng': 122.0780309}",122.0780309,6.9067735
24,St. Padre Pio Parish Church and Shrine,"Sunset View, Cabatangan, Zamboanga City, Zamboanga del Sur",,,,,,"Mon May 1, 2023 10:38PM","{'lat': 6.945071599999999, 'lng': 122.0525894}",122.0525894,6.945071599999999
25,St. Stanislaus Kostka Parish,"Curuan, Zamboanga City, Zamboanga del Sur",,,,,,"Fri Sep 29, 2023 9:03PM","{'lat': 7.205373899999999, 'lng': 122.2284513}",122.2284513,7.205373899999999
26,Zamboanga Cathedral,"La Purisima St., Zamboanga City, Zamboanga del Sur",0935 999 0877,,,,,"Sun Jul 7, 2024 10:15PM","{'lat': 6.9081949, 'lng': 122.0756863}",122.0756863,6.9081949
